0.016131	0.042087	-0.058523	-0.101473	-0.026719	-0.123959	-0.075039	0.180074	0.066261	-0.043086	0.001050	0.094100	0.025897	0.028524	0.045257	-0.080186	-0.106582	-0.008467	0.090502	-0.045032	0.054765	-0.028279	-0.052393	-0.022617	-0.031589	-0.013722	-0.037651	0.023057	-0.060280	-0.035087	-0.034198	0.003020	-0.069400	-0.035535	0.106054	0.028393	0.036405	0.012623	0.020631	0.017933	0.087506	0.008193	-0.009207	-0.040199	0.027006	0.032865	0.022010	0.005506	-0.005687	0.118331	0.060937	0.025543	-0.069798	-0.134105	0.008226	-0.004065	-0.044032	-0.043819	0.068153	0.114134	0.049875	-0.081956	-0.030790	0.076980	-0.023357	-0.117778	0.082870	-0.086365	0.014666	0.009741	-0.144549	-0.080039	0.077575	0.027953	-0.125654	0.054198	0.062760	-0.070486	0.136246	-0.053819	-0.041000	0.117571	0.047703	0.055726	0.121754	-0.072420	0.129936	0.062636	-0.116625	-0.019224	0.055813	0.033638	-0.109789	0.087755	-0.013702	0.096397	-0.142449	0.064069	0.031601	-0.008179	
-0.012274	0.012219	-0.008103	-0.025679	0.017889	-0.122529	-0.033948	0.165458	0.043762	-0.049065	-0.042324	0.031454	0.037344	0.023474	0.041350	-0.060349	-0.119239	-0.049317	0.057301	-0.025089	0.080714	0.004294	-0.019913	-0.043922	-0.055614	-0.041280	-0.072795	0.007710	-0.017124	-0.049907	-0.035755	0.035440	-0.072683	-0.041284	0.064518	0.030492	0.014553	0.009037	-0.026630	0.023300	0.080502	0.036571	-0.000161	-0.089989	0.006841	0.076133	-0.006161	-0.000612	0.001321	0.076006	0.037782	0.055929	-0.010772	-0.122380	-0.010538	-0.009750	-0.031783	-0.093421	0.050595	0.088747	0.068953	-0.103151	-0.061799	0.060623	-0.004360	-0.135147	0.087017	-0.106100	0.036888	0.036784	-0.108925	-0.023792	0.070808	0.061751	-0.094570	0.016390	0.089078	-0.061061	0.124798	-0.045198	-0.047496	0.109560	0.079692	0.047211	0.106240	-0.066418	0.091947	0.048402	-0.085402	0.008341	0.079298	0.034445	-0.047049	0.071204	0.011241	0.088800	-0.163872	0.081346	0.018648	-0.009680	
0.062580	0.012075	-0.113071	-0.014205	-0.000423	-0.201735	0.012333	0.163025	0.073623	-0.048112	0.107519	0.032289	-0.043401	0.059790	0.043342	-0.030120	-0.140394	-0.001556	-0.024169	-0.163957	0.164104	-0.081229	-0.139976	-0.078655	-0.011043	0.029762	0.043999	0.009106	-0.094089	-0.088262	0.007141	-0.016324	-0.128237	0.001847	0.074535	-0.014101	0.101894	0.052065	0.093905	0.062637	0.059429	0.060709	-0.012596	0.055808	0.027060	0.044391	-0.088340	0.060801	-0.032534	0.018711	0.071919	0.050909	-0.087020	-0.132831	0.066513	-0.034317	0.019283	-0.093080	0.121887	0.013475	-0.062921	-0.120925	-0.059309	0.129286	0.002311	-0.146087	0.086223	-0.087394	-0.080868	0.119903	-0.096731	0.038192	0.098918	0.024283	-0.081993	0.066136	0.089835	-0.008565	0.135906	-0.039811	-0.005227	0.129880	0.050460	0.051192	0.081301	-0.051054	0.096209	0.039530	-0.048261	-0.111834	0.119245	0.140942	-0.031716	0.005070	-0.135133	-0.019861	-0.138462	0.004335	0.056384	-0.034885	
0.017062	-0.050480	-0.201688	0.036482	0.086741	-0.109200	0.043108	0.115175	0.105356	0.071163	0.176001	-0.047385	-0.160210	0.059902	0.078770	0.044492	-0.054437	0.017956	0.022898	-0.126255	0.118277	-0.089636	-0.059926	-0.007522	0.049980	-0.007875	0.149496	0.049810	-0.190317	-0.083856	0.093896	-0.042769	-0.100557	0.097245	0.025465	-0.014973	0.142177	0.115724	0.156222	-0.041230	0.043186	-0.075222	0.031526	0.089658	-0.056480	0.060885	-0.068615	-0.014858	-0.022618	-0.028407	0.068984	0.011916	-0.105044	-0.038714	-0.028177	-0.110987	0.165946	-0.039228	0.095098	0.111433	-0.180042	-0.011371	-0.098358	0.076259	0.055331	-0.031596	0.066265	-0.038090	-0.171559	0.165877	0.005916	0.143602	0.071812	0.102125	-0.009996	0.007903	-0.003092	0.153583	0.029521	0.008214	0.098753	0.043215	-0.032329	0.050727	0.037602	0.063256	0.052070	0.124235	0.073403	-0.151542	0.062677	0.086063	0.068531	-0.106772	-0.159276	-0.064468	-0.103787	-0.036596	0.099669	-0.008653	
0.081688	0.006800	-0.117429	-0.047163	-0.004069	-0.211487	-0.012620	0.188084	0.082507	-0.055794	0.124827	0.069502	-0.042215	0.065773	0.057202	-0.036819	-0.155535	0.006877	-0.010563	-0.168963	0.156563	-0.096793	-0.156207	-0.083413	0.003226	0.036114	0.061374	0.011775	-0.099773	-0.100576	-0.000327	-0.011117	-0.139074	-0.000002	0.102917	-0.018051	0.114496	0.044376	0.108625	0.081868	0.068612	0.053654	-0.021846	0.087275	0.026429	0.019282	-0.073191	0.076231	-0.034375	0.058540	0.086282	0.029491	-0.108930	-0.158044	0.067423	-0.030241	-0.005669	-0.084053	0.141887	0.026691	-0.068092	-0.127666	-0.061519	0.131165	-0.008174	-0.160301	0.083339	-0.086405	-0.086911	0.119894	-0.136226	0.006545	0.104726	0.003219	-0.108255	0.066897	0.097664	-0.026918	0.168836	-0.046185	-0.012862	0.146930	0.049897	0.061524	0.101114	-0.067157	0.132060	0.033853	-0.072115	-0.113264	0.110272	0.142767	-0.073131	0.032702	-0.135109	-0.016441	-0.138078	-0.022143	0.067036	-0.042349	
-0.049892	0.014415	-0.047456	-0.041725	-0.012771	-0.103210	0.009331	0.127134	0.098329	-0.091697	-0.024983	0.056159	0.009892	0.079606	0.073556	-0.103171	-0.114714	-0.056438	0.066829	-0.019116	0.045552	-0.028709	-0.013112	-0.021174	-0.061794	-0.012912	-0.089341	0.067989	-0.018336	-0.062651	-0.033839	0.039553	0.000826	-0.041385	0.092731	0.073092	0.030030	0.013863	-0.079568	0.010640	0.144627	0.086601	0.010406	-0.131354	0.059333	0.135054	-0.028363	-0.005793	-0.045132	0.068948	-0.000043	0.122972	-0.024922	-0.132617	0.025468	-0.043506	-0.022698	-0.116968	0.010428	0.115785	0.060095	-0.111601	-0.038019	0.113746	-0.041212	-0.131741	0.094591	-0.151494	0.001098	0.032393	-0.129110	-0.076090	0.038759	0.052808	-0.099424	0.023900	0.084276	-0.080401	0.110245	-0.076292	-0.048139	0.120956	0.056949	0.097690	0.115716	-0.128253	0.090704	0.072574	-0.107573	-0.075366	0.069594	-0.012800	-0.055680	0.098983	-0.064236	0.112921	-0.163144	0.148839	-0.046659	-0.058849	
0.002546	0.061226	-0.027392	0.027391	-0.048217	-0.064443	-0.019852	0.104262	0.074874	-0.063323	0.025992	0.049349	-0.022058	0.064582	0.045922	-0.035939	-0.097597	-0.001595	-0.031729	0.009419	0.045451	-0.043447	-0.061120	-0.067441	-0.048499	-0.032394	-0.003388	0.009736	0.004057	-0.046332	0.022145	-0.000345	-0.053876	0.021080	0.040590	0.036711	0.081303	0.077106	-0.018136	0.079130	0.096706	0.092342	-0.002859	-0.038606	-0.001247	0.066650	-0.014954	-0.002474	-0.028715	0.070830	-0.013589	0.087708	-0.045252	-0.112015	0.075439	-0.020300	-0.075810	-0.092087	0.056765	0.018511	0.056151	-0.110450	-0.012207	0.138214	0.012966	-0.125008	0.096586	-0.095222	-0.028290	0.002402	-0.097647	-0.094445	0.071209	-0.001882	-0.088963	0.078883	0.068592	-0.067096	0.123842	-0.014621	-0.046257	0.089321	0.019575	0.069807	0.104309	-0.099932	0.043904	-0.009302	-0.058213	-0.080226	0.041116	-0.025040	-0.046144	0.054636	-0.074232	0.058515	-0.132437	0.110837	-0.001333	-0.082248	
0.005188	0.057479	-0.062969	-0.011613	-0.067100	-0.101528	-0.025484	0.145262	0.098825	-0.071017	0.045106	0.086996	-0.017659	0.094598	0.073020	-0.051367	-0.113596	-0.006492	0.012814	-0.022283	0.059292	-0.068974	-0.081021	-0.037288	-0.035053	-0.031552	-0.011598	0.014294	-0.030364	-0.044193	0.002590	-0.008463	-0.072289	0.004083	0.078463	0.058444	0.085476	0.064826	0.002648	0.058629	0.130156	0.076020	0.010730	-0.033629	0.008225	0.039032	-0.019212	-0.002287	-0.057303	0.090383	0.032543	0.096266	-0.073841	-0.142670	0.093477	-0.029003	-0.073083	-0.084605	0.087905	0.061916	0.032283	-0.119558	0.007040	0.152944	0.012091	-0.140158	0.116013	-0.110078	-0.034226	0.011985	-0.135525	-0.098995	0.082093	0.001246	-0.099786	0.081891	0.072028	-0.087718	0.148038	-0.031314	-0.037770	0.116012	0.029684	0.100016	0.117717	-0.137941	0.101402	0.022617	-0.084353	-0.112334	0.046212	0.000966	-0.086395	0.074351	-0.102020	0.071260	-0.143942	0.102840	0.013533	-0.111756	
0.009845	0.050984	-0.004778	0.052302	-0.040450	-0.102330	0.014013	0.098189	0.048984	-0.075052	0.021809	0.020106	-0.008699	0.072953	0.046231	-0.035494	-0.119765	-0.020624	-0.084981	-0.039809	0.097125	-0.036706	-0.095672	-0.094111	-0.047303	-0.006211	-0.018706	-0.006958	0.021194	-0.062632	0.000668	0.007979	-0.088444	-0.004857	0.018186	0.025027	0.067594	0.049197	-0.019816	0.097612	0.079046	0.127078	-0.024789	-0.022910	0.017247	0.060578	-0.067973	0.037254	-0.042216	0.029742	-0.005992	0.107334	-0.020583	-0.114948	0.087522	-0.001479	-0.064606	-0.114594	0.070998	-0.046378	0.037826	-0.134429	-0.023363	0.138100	0.006526	-0.147898	0.083866	-0.098993	-0.029084	0.039442	-0.084967	-0.052155	0.077488	-0.005095	-0.070270	0.072706	0.092915	-0.071868	0.128264	-0.017322	-0.057028	0.096347	0.043158	0.061741	0.078047	-0.102897	0.026664	-0.036797	-0.050718	-0.073848	0.084993	0.034319	-0.018409	0.044964	-0.081853	0.020078	-0.121300	0.075539	-0.003428	-0.078644	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
0.105417	-0.023223	-0.131745	-0.030146	0.025157	-0.095396	-0.130870	0.162554	0.057987	0.043345	0.064546	0.068444	-0.048637	-0.012981	-0.006322	0.067984	-0.059566	0.013188	0.037614	-0.062678	0.068192	-0.080467	-0.080619	-0.029331	-0.010645	-0.065000	0.109115	-0.051883	-0.138508	0.015537	0.026289	-0.040010	-0.141737	0.023205	0.061608	-0.041816	0.099759	0.054745	0.187259	0.055828	0.006704	-0.062218	0.036646	0.098856	-0.065045	-0.081637	0.074995	-0.040285	0.046352	0.105764	0.069541	-0.075301	-0.141231	-0.093821	0.049496	-0.068728	-0.019566	0.010529	0.173814	0.091256	-0.031524	-0.038461	-0.039145	0.030785	0.057372	-0.074659	0.125315	0.006663	-0.034050	0.032723	-0.090767	0.036399	0.143275	0.049210	-0.102089	0.009316	0.020817	0.022483	0.147115	0.037626	0.025659	0.068878	-0.015634	0.011201	0.130918	0.031900	0.090301	0.077329	-0.004864	-0.006131	0.017787	0.082831	-0.068937	-0.029606	-0.054607	0.031013	-0.127213	-0.020767	0.165777	-0.018888	
0.001150	-0.040959	-0.159081	-0.000052	0.036706	-0.071278	-0.055644	0.163641	0.131771	0.024100	0.103747	0.049791	-0.091732	0.099313	0.112435	0.034548	-0.078430	-0.013853	0.101509	-0.015444	0.061898	-0.102808	-0.042825	0.015843	0.030694	-0.085029	0.097500	0.016671	-0.163146	-0.021902	0.041024	-0.031772	-0.118159	0.052405	0.078446	0.062007	0.124910	0.084220	0.129714	-0.027604	0.125734	-0.061001	0.053703	0.042602	-0.089367	-0.020180	0.020492	-0.056060	-0.046818	0.104530	0.088923	0.034947	-0.133815	-0.113386	0.025301	-0.094716	0.040626	-0.047904	0.137553	0.165788	-0.093375	-0.052737	-0.043318	0.086630	0.070971	-0.088549	0.132812	-0.056746	-0.091125	0.056124	-0.098498	0.033064	0.109272	0.075270	-0.060683	0.001931	0.009059	0.038448	0.137127	0.015356	0.049630	0.083541	-0.013084	0.119782	0.113100	-0.036686	0.112002	0.143922	0.006190	-0.107506	0.020620	0.024850	-0.039125	-0.021268	-0.116776	0.027429	-0.155558	-0.000281	0.119328	-0.082256	
0.049045	0.054071	-0.147633	-0.039894	-0.060703	-0.154976	-0.014521	0.161156	0.130365	-0.063852	0.136687	0.095668	-0.071722	0.097716	0.068350	-0.047450	-0.124433	0.026133	0.012659	-0.102275	0.087916	-0.117390	-0.124097	-0.050074	-0.013668	0.009196	0.054894	0.038486	-0.096425	-0.075130	0.038252	-0.034459	-0.078915	0.039927	0.109692	0.025293	0.138339	0.099452	0.074372	0.070485	0.127001	0.068368	0.015181	0.036203	0.026535	0.055244	-0.038886	0.021942	-0.054706	0.072709	0.046477	0.074980	-0.129200	-0.149815	0.110286	-0.061105	-0.029332	-0.075075	0.111248	0.072280	-0.039269	-0.117998	-0.009911	0.186138	0.002002	-0.136969	0.115622	-0.107291	-0.107117	0.060714	-0.136348	-0.072894	0.090359	-0.006163	-0.112558	0.106598	0.067090	-0.043715	0.146835	-0.044165	-0.005423	0.131038	0.009708	0.101207	0.123866	-0.110607	0.127736	0.051519	-0.075617	-0.178335	0.059372	0.048729	-0.087131	0.046411	-0.174378	0.038140	-0.150151	0.080712	0.032111	-0.102270	
0.000495	0.060296	-0.093367	-0.000356	-0.080192	-0.092474	-0.015444	0.144935	0.117905	-0.059442	0.080979	0.092349	-0.046468	0.117665	0.091861	-0.038935	-0.102262	0.002480	0.019284	-0.019206	0.048689	-0.086999	-0.084783	-0.017321	-0.020008	-0.039328	0.012250	0.016001	-0.050420	-0.046559	0.023071	-0.023766	-0.074635	0.031388	0.079265	0.071822	0.105338	0.091097	0.018680	0.046142	0.149548	0.059288	0.030214	-0.019636	-0.006185	0.026017	-0.022890	-0.014898	-0.075879	0.084321	0.042904	0.105470	-0.089607	-0.138202	0.108056	-0.047178	-0.060622	-0.070487	0.100224	0.076674	0.000040	-0.106245	0.024042	0.173507	0.028448	-0.126618	0.125336	-0.106717	-0.067176	0.019593	-0.130723	-0.097872	0.083676	0.000290	-0.086384	0.089653	0.056715	-0.072532	0.142032	-0.022923	-0.014255	0.108166	0.009846	0.120041	0.111154	-0.148989	0.110545	0.030807	-0.068029	-0.159696	0.025413	-0.010755	-0.082719	0.063076	-0.135600	0.062542	-0.140568	0.104960	0.024310	-0.143613	
0.001939	0.033795	-0.084064	0.060447	-0.053818	-0.057984	-0.044125	0.144000	0.119745	-0.052880	0.069937	0.070125	-0.073833	0.111918	0.076551	0.007980	-0.104354	-0.019709	0.000200	0.030134	0.033074	-0.083433	-0.060665	-0.041623	-0.041852	-0.092933	0.030272	-0.000959	-0.035702	-0.032175	0.051749	-0.012903	-0.087195	0.064757	0.065227	0.078949	0.116661	0.134919	0.019918	0.073469	0.160911	0.074142	0.070883	-0.043494	-0.041187	0.035495	0.014049	-0.063698	-0.050261	0.092918	0.011796	0.114892	-0.092232	-0.137202	0.128521	-0.089321	-0.071596	-0.082062	0.112085	0.083624	0.003774	-0.109521	-0.000479	0.179693	0.066954	-0.132077	0.166174	-0.089918	-0.073296	0.007095	-0.112623	-0.091014	0.109403	0.025743	-0.082233	0.063557	0.063842	-0.048882	0.161681	0.012201	0.017651	0.089107	-0.003546	0.131593	0.140644	-0.121996	0.084031	0.031579	-0.018127	-0.171112	0.001839	-0.046902	-0.048678	0.058009	-0.150096	0.081920	-0.178991	0.141321	0.040496	-0.183666	
-0.111024	-0.030865	-0.155950	-0.069875	0.038159	0.051822	0.131568	-0.044914	0.047224	0.115028	0.122431	-0.053845	-0.167868	0.025298	0.096769	-0.034460	0.131786	0.011711	0.083846	-0.037559	-0.101433	0.019429	0.098253	0.168471	0.072356	0.045176	0.054814	0.095591	-0.125437	-0.095556	0.076337	-0.025080	0.079411	0.113114	-0.011456	0.010719	0.018703	0.060054	-0.018068	-0.187758	0.010374	-0.218978	0.079312	-0.008729	0.015107	0.116726	-0.032561	-0.037322	-0.044418	-0.102569	-0.038963	0.013757	0.047965	0.120757	-0.154975	-0.097562	0.236291	0.080802	-0.054197	0.196620	-0.164010	0.186029	0.006133	0.023634	-0.009663	0.207712	-0.049392	-0.023887	-0.167571	0.141268	0.089487	0.070265	-0.076563	0.062366	0.090037	-0.017973	-0.137559	0.167024	-0.197478	-0.010545	0.144620	-0.116281	-0.096089	-0.001320	-0.087023	0.070643	0.030006	0.093932	0.037184	-0.149654	-0.092817	-0.051360	0.093178	-0.031385	-0.049536	0.010947	0.073845	0.035684	0.026504	0.015446	
0.002490	-0.050308	0.079326	0.177855	0.111550	0.077035	0.014784	-0.077447	-0.128912	0.077625	-0.057016	-0.146383	-0.091461	-0.066974	-0.074649	0.092325	0.032093	-0.062070	-0.316764	0.021115	0.044973	0.068344	-0.004192	-0.136718	-0.045021	-0.028252	0.071137	-0.056348	0.074499	-0.018233	0.057657	0.017672	-0.120952	0.073787	-0.171602	-0.114987	0.025211	0.054785	0.017232	0.097746	-0.181205	0.034180	-0.019194	0.020746	-0.042391	0.075723	-0.035846	-0.005179	0.080702	-0.108311	-0.155664	0.003022	0.081339	0.109922	-0.008734	-0.011285	0.070953	-0.024576	0.026499	-0.219736	0.002338	0.023793	-0.132505	-0.001625	0.044013	0.030370	0.007085	0.058560	-0.028173	0.063179	0.162214	0.115370	0.064514	0.052657	0.044465	-0.049415	0.018620	0.108033	-0.037521	0.097148	0.037464	-0.095319	-0.042341	-0.137856	-0.014428	0.175084	-0.227582	-0.148298	0.120857	0.067376	0.033951	0.017800	0.174898	-0.096199	-0.001859	-0.059816	0.025094	-0.014116	0.041040	0.022657	
0.013769	0.145615	0.071703	0.047261	-0.108987	0.082927	-0.090505	0.014067	-0.084953	0.056950	-0.135031	0.003180	0.027188	-0.102945	-0.110700	0.005423	0.069780	0.025292	-0.115666	0.129695	-0.063529	0.096723	-0.005741	-0.015926	-0.106774	-0.082365	-0.036356	-0.087432	0.079824	0.081569	0.034063	-0.046869	-0.040879	0.025405	-0.088796	-0.048125	-0.027629	0.077438	-0.027660	0.029323	-0.092514	-0.030524	0.004753	-0.102802	-0.020336	-0.001377	0.081936	-0.109661	0.082167	0.032923	-0.077546	-0.000901	0.031843	0.042641	0.038412	0.029788	-0.096644	0.063113	0.010421	-0.041359	0.189154	0.043396	0.045845	0.024465	0.064801	0.037279	0.073890	0.052356	0.105460	-0.130356	0.029888	-0.130359	0.074074	-0.001601	-0.042463	0.093189	-0.028176	-0.028994	-0.008240	0.073509	-0.024064	-0.058876	-0.057461	-0.113012	0.053534	0.035146	-0.090501	-0.130288	-0.012568	0.092003	-0.075957	-0.113137	-0.008565	0.019668	0.095969	0.112353	-0.033359	0.171432	0.039697	-0.015246	
-0.043242	0.214071	0.007387	0.046917	-0.216536	0.093641	0.049419	-0.049777	0.063498	-0.062550	0.113023	0.090377	-0.043131	0.141247	0.077035	-0.048385	0.017018	0.128090	-0.046897	0.125340	-0.082803	-0.049655	-0.083859	0.019031	0.055819	0.006776	0.051121	-0.013565	0.037294	0.010175	0.097417	-0.110419	0.013773	0.107682	-0.031070	0.091022	0.108877	0.129252	-0.025498	0.021967	0.112512	0.074357	-0.065829	0.073277	-0.045744	-0.063841	-0.071736	0.028469	-0.150920	0.024880	0.002264	0.125972	-0.032303	-0.034361	0.128083	0.106004	-0.107040	-0.000638	-0.002893	-0.098027	0.027913	-0.027353	0.182352	0.195153	0.019337	-0.025353	-0.018267	-0.038979	-0.101117	-0.116159	-0.040266	-0.212474	-0.017220	-0.150132	0.007734	0.220420	-0.061884	-0.086358	0.013798	0.010718	-0.074604	-0.002780	-0.082312	0.106247	-0.062402	-0.178076	0.003883	-0.105019	-0.024772	-0.163684	-0.074912	-0.148544	-0.054184	0.014106	-0.078709	-0.061354	0.043543	0.058299	-0.052094	-0.121334	
0.013912	0.232183	-0.081196	-0.111975	-0.211913	-0.083302	0.019719	0.031412	0.087440	-0.043924	0.080281	0.101919	0.099225	0.092892	0.022846	-0.098763	0.002200	0.149599	0.119022	-0.065533	0.074862	-0.098452	-0.145678	0.060543	0.070311	0.090211	-0.017555	0.019233	-0.106844	0.095175	-0.016388	-0.165888	0.005549	-0.043588	0.053066	0.061222	0.021937	-0.019472	0.110874	-0.083378	0.066910	0.038041	-0.104183	0.086690	0.066864	-0.128680	-0.105449	0.083705	-0.123412	0.011410	0.175532	0.058366	-0.134436	-0.028899	0.128476	0.158874	-0.032094	0.041764	-0.019841	-0.091538	0.015843	-0.049379	0.168541	0.082403	-0.045797	-0.064299	-0.031348	-0.004742	0.021366	-0.128252	-0.041723	-0.061224	-0.018934	-0.101125	-0.016149	0.231816	-0.058816	-0.086898	0.002710	-0.090174	-0.105570	0.097565	0.010325	0.072602	-0.062933	-0.127214	0.052585	0.066287	-0.108886	-0.051258	0.064529	0.077987	-0.124341	-0.087057	-0.069218	-0.082790	0.021179	-0.042245	-0.051154	0.068356	
0.011092	0.141590	0.068001	0.044549	-0.119233	0.103362	-0.081088	0.003231	-0.080789	0.056269	-0.129105	0.011939	0.009717	-0.106780	-0.112359	0.015413	0.088534	0.031054	-0.104962	0.138221	-0.085705	0.095316	0.005211	0.007574	-0.104076	-0.082565	-0.028110	-0.088029	0.084674	0.076184	0.043495	-0.042558	-0.020737	0.038307	-0.085894	-0.051696	-0.028253	0.084909	-0.039086	0.023769	-0.095074	-0.049668	0.016362	-0.101852	-0.018229	-0.008256	0.086854	-0.118826	0.081526	0.030481	-0.084499	-0.009912	0.042655	0.050398	0.032387	0.019143	-0.092647	0.081041	0.007202	-0.021238	0.184369	0.066532	0.064404	0.022692	0.062669	0.062998	0.063851	0.058256	0.093073	-0.119321	0.028600	-0.138451	0.060850	-0.004087	-0.037980	0.088278	-0.043250	-0.023065	-0.026163	0.078358	-0.014514	-0.074569	-0.072625	-0.119010	0.050386	0.029351	-0.079690	-0.139552	-0.005513	0.074364	-0.104898	-0.139642	-0.009350	0.030419	0.089688	0.112543	-0.012649	0.180241	0.039642	-0.030332	
0.021181	0.143264	0.089806	0.030267	-0.102447	0.073413	-0.123735	0.042447	-0.131386	0.092831	-0.199114	-0.008184	0.068163	-0.142705	-0.140466	0.009225	0.082293	0.009810	-0.113075	0.112033	-0.036223	0.122083	-0.005362	0.002178	-0.108155	-0.100560	-0.068439	-0.124713	0.066923	0.135087	-0.006553	-0.056049	-0.094596	-0.018929	-0.114022	-0.082133	-0.075554	0.030163	0.005327	0.004342	-0.155953	-0.076246	-0.009607	-0.113934	-0.021522	-0.053956	0.093470	-0.118927	0.106368	0.027829	-0.030202	-0.038507	0.040847	0.054568	0.001106	0.058684	-0.077080	0.111799	0.038095	-0.052167	0.208631	0.059362	0.046459	-0.034456	0.061960	0.036751	0.061570	0.077414	0.164611	-0.144466	0.047556	-0.087214	0.095959	0.038759	-0.045375	0.069487	-0.034043	-0.033612	-0.013094	0.077936	-0.041214	-0.062165	-0.043924	-0.166059	0.048714	0.065761	-0.093841	-0.129175	-0.017107	0.182397	-0.048633	-0.070896	-0.010894	0.003085	0.161940	0.118841	-0.016843	0.134373	0.076908	0.040236	
-0.001088	0.129071	0.086573	0.093777	-0.106788	0.101247	-0.062134	0.003207	-0.090909	0.040449	-0.138641	-0.010227	0.006563	-0.090532	-0.109950	0.030949	0.074138	0.005844	-0.113764	0.160500	-0.082244	0.103948	0.016877	0.001278	-0.107904	-0.117291	-0.047773	-0.115769	0.095196	0.079925	0.053799	-0.037431	-0.046113	0.050250	-0.102779	-0.032179	-0.026104	0.102420	-0.046493	0.027270	-0.073988	-0.032292	0.041837	-0.116046	-0.052336	-0.001210	0.072678	-0.130019	0.064090	0.008133	-0.086606	0.022229	0.064434	0.038302	0.050347	0.013338	-0.092674	0.045457	0.026350	-0.027234	0.182601	0.043190	0.066779	0.042651	0.088367	0.044543	0.092165	0.038922	0.089972	-0.115537	0.049250	-0.112208	0.073743	0.008089	-0.012631	0.078763	-0.029988	-0.025943	-0.012767	0.088391	-0.008695	-0.076510	-0.055104	-0.096441	0.041476	0.010928	-0.082353	-0.139901	0.022303	0.062545	-0.101311	-0.141498	0.023700	0.029473	0.087452	0.111868	-0.043317	0.195510	0.055136	-0.065943	
0.012570	0.088448	0.080653	0.135724	-0.077296	0.121392	-0.066005	-0.014929	-0.087034	0.026930	-0.162593	-0.013534	-0.009264	-0.103259	-0.140096	0.066258	0.074289	-0.015695	-0.129398	0.183305	-0.090086	0.092344	0.032309	-0.016089	-0.129397	-0.150490	-0.032420	-0.122628	0.102906	0.091471	0.064568	-0.022766	-0.033620	0.061877	-0.094404	-0.044718	-0.023339	0.116270	-0.043187	0.050281	-0.078521	-0.010041	0.073265	-0.127794	-0.062603	0.014699	0.084336	-0.163826	0.083282	0.004239	-0.115078	0.019263	0.057836	0.032893	0.070309	-0.024644	-0.089561	0.033328	0.034183	-0.024204	0.187121	0.039062	0.038515	0.030718	0.102985	0.038344	0.121212	0.047714	0.096858	-0.111441	0.058319	-0.087258	0.081081	0.029603	-0.013577	0.038320	-0.020573	-0.006886	0.002003	0.099626	0.003721	-0.081599	-0.062667	-0.101955	0.063552	0.026205	-0.108122	-0.134146	0.055244	0.060341	-0.117555	-0.159637	0.048756	0.022422	0.062453	0.120809	-0.073091	0.222803	0.062316	-0.088981	
0.007807	0.128212	0.090466	0.064675	-0.106160	0.112235	-0.101665	0.007700	-0.091984	0.047811	-0.169079	0.011663	0.036903	-0.103507	-0.122189	0.027020	0.079970	0.007317	-0.096302	0.170772	-0.086845	0.102332	0.017291	0.002080	-0.111053	-0.120160	-0.052494	-0.111496	0.091222	0.111120	0.028655	-0.040776	-0.041789	0.022725	-0.088046	-0.033453	-0.044132	0.073790	-0.034329	0.022496	-0.083539	-0.037373	0.031261	-0.119852	-0.041594	-0.027971	0.100655	-0.138122	0.078652	0.041497	-0.076011	0.000937	0.041330	0.037992	0.050163	0.025027	-0.108264	0.067366	0.019680	-0.027050	0.203861	0.048226	0.057910	0.010298	0.078808	0.041186	0.093466	0.058783	0.129607	-0.151483	0.033675	-0.124688	0.078025	0.009544	-0.031670	0.069970	-0.031489	-0.039740	0.000779	0.082577	-0.021400	-0.067626	-0.053952	-0.104422	0.059833	0.021048	-0.088225	-0.125886	0.003895	0.104127	-0.100523	-0.139396	-0.007347	0.028614	0.106559	0.127720	-0.043599	0.183071	0.052968	-0.042001	
