0.140724	0.014370	-0.015604	0.207071	0.016462	-0.020623	-0.179692	-0.011080	0.095222	0.089561	0.032255	0.109479	-0.130450	-0.042967	-0.017478	0.125673	0.055096	-0.074911	-0.006533	-0.023896	0.038455	0.028625	-0.092017	0.053709	0.070223	-0.169682	-0.017543	0.017691	-0.062245	0.164974	0.183397	-0.015228	-0.080856	-0.093556	-0.091094	0.015481	0.001963	-0.133416	0.044712	-0.065475	-0.044882	0.076776	-0.075260	-0.072334	-0.082170	0.036918	0.010685	-0.015066	0.087297	-0.019080	-0.062857	0.013521	0.004848	0.025266	-0.048812	0.020321	0.070611	0.129900	0.000907	-0.139756	-0.064281	-0.079381	-0.049009	-0.006523	0.008110	-0.071864	0.072551	-0.121362	0.062229	0.004352	-0.013873	-0.164608	-0.140928	0.093319	-0.058364	0.034914	-0.052299	-0.128967	-0.118474	0.155345	0.061518	0.057910	-0.042375	-0.045848	-0.088307	-0.028589	0.090097	-0.133311	0.044728	0.099709	0.003498	-0.154629	-0.088745	0.133228	-0.104951	0.056097	0.051813	-0.017124	-0.177349	0.153839	
-0.018679	-0.057914	0.039480	-0.065796	0.123790	-0.040161	-0.020877	-0.112020	-0.047131	-0.012716	-0.002690	-0.221243	-0.117672	0.124252	-0.038823	-0.062993	-0.126374	0.061286	0.207779	-0.038538	0.055897	-0.147461	0.035848	-0.097947	0.108918	-0.022658	0.098875	-0.220189	0.055375	0.002110	0.007690	0.034426	-0.046562	-0.012849	-0.079414	0.037121	0.003299	-0.019185	0.059868	0.023662	0.006913	-0.164390	-0.045397	-0.166230	-0.019718	-0.035539	0.023014	-0.142983	0.147891	0.116613	0.200827	-0.264751	0.090694	-0.014149	0.012574	-0.028716	0.040712	0.126178	0.083880	-0.110785	-0.064526	-0.154269	0.038984	0.124081	-0.027498	-0.166171	0.057062	-0.035923	0.068392	-0.048619	-0.033183	0.053542	-0.030351	0.069767	0.001743	-0.060228	-0.132740	-0.078178	-0.151612	0.052182	-0.118997	-0.099347	-0.015594	0.055068	0.122610	-0.038518	0.032185	-0.201543	0.043453	-0.044604	-0.021465	0.007691	-0.058152	0.050883	0.041632	0.026228	0.104430	0.117464	-0.061973	0.150330	
-0.048068	-0.064212	0.115579	-0.055189	0.088757	0.003975	0.043316	-0.175836	-0.016689	-0.045448	-0.029366	-0.147292	-0.021487	0.119012	-0.152748	-0.051397	-0.143898	0.101307	0.172467	0.094900	-0.003199	-0.073561	0.006240	-0.054006	0.089388	-0.054459	0.016015	-0.201776	0.110436	0.027049	-0.132160	-0.042241	-0.018101	0.068546	-0.011509	0.011738	0.068267	0.032749	-0.090781	-0.042155	0.035466	-0.152595	-0.084883	-0.127400	0.008009	-0.085356	-0.012073	-0.052640	0.108428	0.036346	0.201266	-0.255212	0.035033	0.011266	0.012701	-0.020749	0.013241	-0.095475	0.115581	-0.030290	-0.058065	-0.063274	-0.049640	0.106101	0.062428	-0.079062	0.061124	0.047770	-0.006975	-0.045427	0.026022	0.086859	0.064771	-0.014931	-0.017088	-0.072591	-0.154723	-0.079046	0.025303	-0.047461	-0.159942	-0.085854	0.026382	-0.004836	0.148157	-0.068260	0.007196	-0.159666	-0.004368	-0.030080	-0.116982	0.056583	-0.086485	0.120887	0.018361	-0.025637	-0.016139	0.008925	0.044922	0.017577	
-0.060960	-0.041955	0.020023	-0.092964	0.126409	-0.043952	0.008372	-0.073620	-0.079922	0.008640	-0.009893	-0.202866	-0.099682	0.121125	-0.090044	-0.028543	-0.101715	0.094138	0.220415	-0.034557	0.002107	-0.122571	0.027884	-0.116827	0.132668	-0.032847	0.121202	-0.199541	0.108706	-0.041617	0.058379	0.002595	-0.043801	-0.013578	-0.074188	0.033877	-0.012622	-0.064222	0.057231	0.030738	0.029353	-0.126594	-0.081453	-0.146478	-0.036292	-0.018623	-0.034268	-0.133060	0.180389	0.111919	0.159204	-0.257428	0.096719	0.034401	0.006095	-0.075963	0.040352	0.140889	0.043633	-0.150670	-0.072626	-0.171565	0.061284	0.153209	-0.041653	-0.180996	0.057504	0.004654	0.112580	-0.012336	-0.108342	0.040012	-0.042708	0.023190	-0.016604	-0.094017	-0.075460	-0.081744	-0.131713	0.039906	-0.128174	-0.107966	-0.038147	0.061711	0.142531	-0.017777	-0.031465	-0.220202	0.090479	-0.038837	-0.068127	-0.004686	-0.028265	0.034227	0.089876	0.015464	0.106865	0.110024	-0.050495	0.167573	
-0.089551	-0.042111	0.091137	-0.040169	0.095231	0.026826	0.086932	-0.135219	-0.037537	-0.024087	-0.013885	-0.117435	0.002083	0.141310	-0.151773	-0.003412	-0.156343	0.088557	0.160640	0.135932	-0.066554	-0.073173	0.022548	-0.097541	0.102902	-0.071437	0.026924	-0.181710	0.118157	-0.044930	-0.122499	-0.071192	-0.011342	0.057454	0.005493	0.031493	0.050677	0.020876	-0.096847	-0.035411	0.041604	-0.094072	-0.116048	-0.122049	-0.017285	-0.022643	-0.041328	-0.052768	0.127178	0.021337	0.205779	-0.245838	0.034101	0.005787	-0.023384	-0.082468	0.017151	-0.062282	0.102225	-0.083092	-0.068835	-0.075924	-0.083633	0.124150	0.055745	-0.102602	0.092207	0.093827	-0.011143	-0.002870	0.021231	0.071858	0.035264	-0.061780	-0.035984	-0.064293	-0.129595	-0.098449	-0.002763	-0.069561	-0.163230	-0.040645	0.018445	0.012511	0.128351	-0.077079	0.005721	-0.134847	0.026923	-0.027037	-0.141035	0.055395	-0.051865	0.095258	0.060343	-0.037049	0.019448	0.009777	0.043733	0.028106	
-0.056591	-0.049228	-0.049676	-0.082250	0.112569	0.040579	-0.079502	-0.061228	-0.105026	0.153304	0.043771	-0.176274	-0.127920	0.076415	0.134386	0.142863	-0.111021	0.050992	0.224979	-0.098541	-0.013289	-0.055821	0.064143	-0.057641	0.131085	-0.038952	0.078576	-0.152087	0.142474	0.051641	0.024283	0.019316	-0.030236	-0.012616	-0.069284	-0.036973	-0.125542	0.030553	0.174491	0.004319	0.021379	-0.155435	-0.015329	-0.154825	-0.004033	-0.073292	0.005231	-0.087179	0.053120	0.079497	0.048612	-0.189755	0.056989	0.082477	0.005915	-0.117120	0.091190	0.195818	0.003998	-0.183557	-0.026480	-0.119056	0.083854	-0.059374	-0.027477	-0.168417	-0.015125	-0.117987	0.160140	0.024282	-0.093120	0.033779	-0.067168	-0.041690	0.008393	-0.126945	0.002815	-0.016902	-0.164571	0.096609	-0.073272	-0.061362	-0.068441	0.179263	0.114059	-0.018850	-0.130701	-0.157142	0.095620	-0.092262	0.020829	0.023838	-0.059527	-0.069623	0.061822	-0.051515	0.002314	0.105684	-0.137623	0.116685	
-0.004068	-0.058238	0.058440	0.063371	0.095610	0.066338	0.093081	-0.062973	-0.011775	0.153205	-0.030408	-0.112045	-0.067961	0.092699	0.025669	0.131786	-0.150975	0.007360	0.194014	0.048279	-0.044497	0.045897	-0.001667	-0.033583	0.087385	-0.088418	-0.066212	-0.182459	0.119608	0.057889	-0.108881	0.028290	-0.072251	0.079107	0.026386	0.080463	-0.031563	0.014334	-0.004640	0.022053	0.029909	-0.150729	0.016631	-0.163277	-0.007387	-0.079293	0.094053	-0.029632	0.096720	-0.019132	0.111508	-0.272052	-0.063106	0.067617	-0.075677	-0.097623	0.046007	-0.042072	0.047444	-0.174326	-0.034877	-0.078731	-0.083893	-0.023365	0.095768	-0.121179	-0.003363	0.041767	-0.018481	0.030023	-0.016185	0.096815	0.015368	-0.045387	0.011419	-0.100318	-0.168601	-0.067935	0.022445	-0.006812	-0.115818	-0.017853	-0.036483	0.080155	0.142265	-0.126741	-0.039534	-0.146117	-0.001012	0.004990	-0.088332	0.008888	-0.093464	-0.020050	0.036272	-0.110160	-0.026986	-0.016733	-0.086929	0.017416	
-0.151645	-0.055700	-0.104139	-0.093721	0.151318	0.103707	-0.083603	-0.020022	-0.077661	0.032754	0.086146	-0.117507	-0.160727	0.044428	-0.029462	-0.087511	-0.085830	0.116839	0.221488	-0.060670	-0.063521	-0.034518	0.038177	-0.065003	0.173810	-0.100289	0.010291	-0.183699	0.078073	0.078447	0.170608	0.067820	-0.063424	-0.018426	-0.063083	-0.168425	-0.023043	-0.003912	0.093832	-0.026394	-0.039649	-0.117606	-0.113338	-0.132265	-0.087311	-0.021918	0.042172	-0.122766	-0.008791	0.120612	0.047305	-0.213918	0.035607	0.089239	0.036061	0.005450	0.032848	0.176769	0.018167	-0.094033	-0.024496	-0.105217	0.132568	-0.066771	-0.057289	-0.123653	0.034744	-0.185552	0.198851	0.086552	0.045392	-0.030157	-0.023991	0.022206	0.025861	-0.112270	-0.030981	-0.026155	-0.143090	0.117993	-0.097216	-0.023550	0.006000	0.040164	0.017930	-0.039868	-0.102820	-0.206158	0.069471	0.069275	-0.023123	-0.030160	-0.075220	-0.010262	0.068012	-0.028619	0.072407	0.106051	-0.055682	0.106508	
-0.191887	-0.008938	0.035135	-0.067648	0.106237	0.070215	-0.007408	-0.108629	-0.054596	0.007005	0.070790	-0.071144	-0.075276	0.084969	-0.215212	-0.048801	-0.095950	0.144534	0.171602	0.122899	-0.145126	0.059425	-0.063249	-0.053228	0.179608	-0.120547	-0.039465	-0.171875	0.101625	0.028740	-0.033830	0.015183	-0.087745	0.037753	0.056643	-0.132812	0.043125	0.005994	-0.106698	-0.058261	0.039495	-0.052085	-0.121198	-0.086496	-0.074480	-0.069859	0.061194	0.012758	-0.008268	-0.012909	0.055384	-0.273482	0.009756	0.067319	0.007105	-0.036822	0.032469	-0.097460	0.036450	-0.105234	-0.051963	-0.046512	-0.028493	-0.009187	0.060044	-0.079119	0.033207	-0.060366	0.148863	0.075472	0.071780	-0.003578	0.040755	-0.085055	-0.036536	-0.084253	-0.089937	-0.045136	-0.003063	0.050489	-0.133539	0.067807	0.045698	0.020826	0.051577	-0.096705	-0.065289	-0.188122	0.055328	0.069595	-0.141712	-0.021992	-0.113946	0.007180	0.028426	-0.029496	-0.009674	-0.045850	0.062491	0.020688	
-0.174536	-0.054754	-0.045011	-0.107656	0.153880	0.078948	-0.115661	-0.026699	-0.140352	0.031867	0.084425	-0.114019	-0.132238	0.034074	0.018157	-0.034528	-0.111920	0.043178	0.223494	-0.036645	-0.066535	-0.040405	0.034884	-0.058666	0.181297	-0.070623	0.056158	-0.184321	0.072594	0.008365	0.069031	0.070341	0.024354	0.043375	0.036331	-0.173413	-0.029743	-0.005975	0.057721	-0.001071	0.085856	-0.054806	-0.049850	-0.156306	-0.065415	-0.021963	0.004645	-0.082241	-0.020751	0.088402	0.057869	-0.232102	-0.022232	0.086003	-0.007088	-0.002725	0.065145	0.161329	0.016474	-0.135791	-0.041239	-0.071127	0.062796	-0.148482	-0.041728	-0.143493	0.005069	-0.204315	0.133549	0.070576	0.048617	-0.077796	-0.031973	0.009785	0.041112	-0.147571	0.025418	-0.042624	-0.136066	0.109355	-0.102945	0.057179	-0.018773	0.037755	0.032482	-0.023309	-0.090727	-0.191375	0.084344	0.007769	0.056626	-0.026321	-0.076215	-0.056045	0.086496	-0.005035	0.094648	0.062059	-0.006278	0.085659	
-0.252949	-0.018594	0.069256	-0.035830	0.076444	0.108968	-0.050770	-0.095353	-0.091819	-0.015576	0.021929	-0.060918	-0.025353	0.049757	-0.175739	-0.040401	-0.106323	0.094875	0.165882	0.136259	-0.118891	-0.025071	-0.073809	-0.005951	0.176088	-0.130171	-0.000446	-0.179202	0.114266	-0.048707	-0.086912	0.023367	-0.024149	0.123201	0.126289	-0.130168	0.025528	0.045003	-0.154324	-0.021425	0.094470	-0.031654	-0.115717	-0.101317	-0.100323	-0.037849	0.023133	-0.009747	-0.011655	-0.007429	0.121286	-0.264538	-0.045275	0.041543	-0.047887	-0.017297	0.032816	-0.123378	0.012436	-0.072702	-0.039302	-0.005063	-0.061676	-0.117264	0.047660	-0.065929	0.036826	-0.069755	0.105395	0.112215	0.129786	-0.042989	-0.010045	-0.075750	-0.000286	-0.127010	-0.061125	-0.092081	0.009826	0.004845	-0.119503	0.094396	0.083169	-0.038586	0.083046	-0.043256	-0.098807	-0.162402	0.032541	0.061681	-0.126165	-0.021866	-0.098975	0.017720	0.023720	-0.031587	-0.000631	-0.035309	0.168073	-0.026590	
-0.115641	-0.098987	0.036864	-0.148145	0.182328	0.017019	-0.054386	-0.042406	-0.082166	0.035541	0.036283	-0.217087	-0.065655	0.077861	0.016458	-0.006475	-0.128448	0.033543	0.215857	-0.036255	-0.010027	0.012600	0.079681	-0.073013	0.131324	-0.141068	0.061338	-0.172423	0.059887	0.095498	0.073163	0.034633	-0.026721	-0.038820	-0.109443	-0.125063	-0.037867	0.034467	0.038066	0.080551	0.013884	-0.135650	-0.067160	-0.050261	-0.051594	-0.014254	0.035097	-0.084652	0.027297	0.091521	0.124113	-0.270265	0.060975	0.066216	0.017955	-0.001057	0.060800	0.210780	0.076351	-0.090846	-0.018362	-0.113112	0.097534	-0.034778	-0.031730	-0.172442	0.028239	-0.139987	0.131102	0.051167	-0.002253	0.024856	-0.003945	-0.047921	0.012662	-0.106384	-0.084261	0.053576	-0.181146	0.065321	-0.146221	-0.017844	0.004896	0.119012	0.108877	-0.028072	-0.102004	-0.186832	0.005918	0.069220	-0.033082	-0.075230	-0.062152	-0.008980	0.032120	0.037205	0.047911	0.035386	0.007947	0.145549	
-0.147194	-0.029947	0.042357	-0.025354	0.102204	0.091852	0.002165	-0.098172	-0.028934	-0.033040	0.043701	-0.165303	-0.020287	0.115139	-0.155401	-0.058647	-0.109014	0.035674	0.154605	0.106639	-0.118841	0.012324	-0.025734	-0.011704	0.140691	-0.167042	-0.134510	-0.192515	0.055454	0.080159	-0.084666	0.015265	-0.062829	0.034630	0.023701	-0.085389	0.070179	0.024930	-0.120357	0.004892	0.098468	-0.089006	-0.130046	-0.086793	-0.087154	-0.061484	0.075348	-0.012814	0.041213	0.018550	0.116322	-0.275913	-0.061397	0.022937	-0.058173	0.011333	0.061416	-0.074214	0.062409	-0.071241	0.005951	-0.099366	-0.018982	-0.086072	0.074317	-0.104518	0.011608	-0.012952	0.055040	0.068953	0.080531	0.004135	0.030442	-0.094578	-0.036087	-0.095617	-0.148409	-0.027001	-0.019645	-0.030473	-0.136468	0.060153	0.069276	0.004347	0.150609	-0.134058	-0.111580	-0.137639	-0.021453	0.079729	-0.143142	-0.060228	-0.121181	0.003793	0.062264	-0.067083	-0.026313	-0.055565	0.150407	0.019854	
-0.036945	0.113743	-0.031264	0.020106	0.019136	-0.045412	-0.034468	-0.066603	0.090187	-0.113235	-0.064643	-0.140637	-0.036677	-0.089828	-0.060290	-0.083747	0.094988	-0.033757	0.110672	0.015077	-0.077052	0.014982	-0.149772	0.027063	-0.012117	-0.038225	-0.002584	-0.074267	-0.000742	-0.004255	-0.036745	0.085840	0.013532	-0.101778	0.062824	-0.079172	0.092721	0.007628	-0.028471	-0.038398	0.092101	-0.008542	-0.064757	0.002841	0.042932	-0.025051	0.036755	0.037846	0.135360	-0.053589	-0.107500	-0.101974	0.043626	-0.073956	0.077289	0.055647	0.127773	-0.077057	-0.024241	-0.074923	-0.056870	0.041708	0.039811	0.005092	0.059620	-0.035897	0.049605	-0.038122	0.038972	-0.061043	0.033465	0.128439	0.048254	-0.031390	0.058808	0.062659	-0.068475	-0.016194	0.060032	-0.016849	-0.021210	0.097501	0.065740	-0.003349	0.012624	0.055880	0.089094	0.033876	0.061389	-0.147189	-0.071401	-0.037971	-0.143215	0.102739	0.001446	0.044244	-0.000914	-0.073043	0.023430	-0.035840	
-0.028169	0.023373	0.049190	0.005301	0.018430	-0.085113	0.034137	-0.003862	0.108868	-0.012834	0.010022	-0.026373	0.059213	0.034507	0.030807	-0.258837	0.099606	-0.144480	0.094122	0.096214	-0.051987	-0.030418	-0.046602	-0.008045	-0.034773	0.085549	0.058264	0.006608	-0.128482	0.077199	0.113368	0.080918	-0.000261	0.017118	0.064037	-0.015522	0.227876	-0.194068	-0.080847	0.024504	0.160733	-0.044981	-0.115731	0.016605	-0.098322	0.064555	0.011437	0.014961	0.037495	0.024067	0.020034	0.082127	0.017453	-0.073012	-0.016084	0.195573	0.079416	0.076206	0.003153	-0.064054	-0.022901	-0.140937	-0.070109	0.160551	0.010408	-0.001669	0.001964	0.153676	0.067765	0.056837	-0.006936	-0.007869	0.017744	-0.056688	-0.013066	0.122292	0.099942	-0.121131	0.026117	-0.048497	-0.074666	0.076980	0.188421	-0.043402	-0.083949	-0.051843	0.035049	0.043319	-0.049949	0.110669	0.017115	-0.059428	-0.080229	0.132742	-0.143408	0.021625	0.114788	-0.089770	0.023253	0.006063	
-0.098952	-0.017489	0.047496	-0.004983	0.099310	-0.005148	0.088305	-0.129441	0.090713	-0.104889	0.001828	-0.159947	-0.043433	0.078890	-0.042933	-0.169100	-0.026848	-0.009936	0.085204	0.001274	0.047814	0.014942	-0.010765	-0.105036	0.041867	0.011912	0.006756	-0.055792	-0.086969	-0.069642	0.063006	0.160102	-0.020492	-0.079026	-0.078162	-0.011187	0.120456	-0.019356	0.055543	0.094836	-0.088739	0.042556	-0.131056	-0.060641	-0.029919	0.058738	0.099912	0.003629	0.061132	-0.011967	0.074468	-0.032315	0.137272	-0.098185	0.103973	0.090618	-0.023576	0.065041	0.054633	0.047441	-0.124710	-0.140006	-0.045367	0.138452	-0.084738	-0.067957	0.018343	-0.036492	0.027577	0.018229	0.105274	0.006960	0.046251	0.082164	-0.026640	0.019862	-0.162357	0.044864	-0.043211	-0.017036	0.017805	-0.054560	0.132964	0.005456	-0.062191	-0.053986	0.178630	-0.003529	0.046884	0.022347	-0.023205	-0.072533	0.049740	0.013593	0.030200	0.069675	0.111269	-0.016008	0.018707	0.063959	
-0.098952	-0.017489	0.047496	-0.004983	0.099310	-0.005148	0.088305	-0.129441	0.090713	-0.104889	0.001828	-0.159947	-0.043433	0.078890	-0.042933	-0.169100	-0.026848	-0.009936	0.085204	0.001274	0.047814	0.014942	-0.010765	-0.105036	0.041867	0.011912	0.006756	-0.055792	-0.086969	-0.069642	0.063006	0.160102	-0.020492	-0.079026	-0.078162	-0.011187	0.120456	-0.019356	0.055543	0.094836	-0.088739	0.042556	-0.131056	-0.060641	-0.029919	0.058738	0.099912	0.003629	0.061132	-0.011967	0.074468	-0.032315	0.137272	-0.098185	0.103973	0.090618	-0.023576	0.065041	0.054633	0.047441	-0.124710	-0.140006	-0.045367	0.138452	-0.084738	-0.067957	0.018343	-0.036492	0.027577	0.018229	0.105274	0.006960	0.046251	0.082164	-0.026640	0.019862	-0.162357	0.044864	-0.043211	-0.017036	0.017805	-0.054560	0.132964	0.005456	-0.062191	-0.053986	0.178630	-0.003529	0.046884	0.022347	-0.023205	-0.072533	0.049740	0.013593	0.030200	0.069675	0.111269	-0.016008	0.018707	0.063959	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-0.234263	0.018787	0.006267	0.044477	0.088262	0.069142	0.008691	-0.010637	0.010315	-0.149452	0.056669	-0.176776	0.038384	0.065054	-0.030893	-0.072846	0.018985	-0.066854	0.093671	0.079064	-0.085205	-0.016298	-0.034119	0.067972	0.104184	0.081744	-0.145629	-0.035059	0.040006	-0.149495	-0.060204	0.107630	0.035008	-0.006276	0.128353	-0.074763	-0.027549	-0.122186	-0.015618	0.102615	0.232269	0.122926	-0.098107	-0.000183	0.035298	0.027354	0.005388	0.088611	0.081168	-0.052186	-0.034738	-0.044499	-0.139560	0.008782	0.045901	-0.009550	0.044974	-0.062752	-0.067726	-0.121957	-0.152352	0.028664	-0.077119	-0.146164	-0.034983	-0.067719	-0.001353	0.082878	-0.061567	-0.034577	0.042708	-0.053797	-0.005629	-0.055178	0.124380	-0.040127	0.026435	-0.098341	0.102352	-0.080665	0.032948	0.082488	0.011856	-0.181437	0.021304	-0.059937	-0.043964	0.062872	0.125809	-0.075951	0.077939	-0.117970	0.024116	-0.086194	0.098143	-0.014617	-0.073030	-0.134972	0.155856	-0.045873	
-0.063523	-0.131358	-0.022842	-0.059488	0.171863	-0.002109	-0.042012	-0.031681	-0.058552	-0.072986	0.016644	-0.208837	-0.085373	-0.086865	0.017190	-0.026612	-0.141831	-0.007115	0.193784	-0.012225	-0.002534	-0.040731	0.046157	0.009248	0.107531	0.000336	-0.003481	-0.206749	0.103427	-0.016434	0.033288	0.092731	0.004988	0.044125	0.007709	-0.099208	0.025168	0.016226	0.003989	0.085586	0.076245	0.009491	-0.016186	-0.061184	0.038736	-0.025620	0.022186	-0.088758	0.124957	0.074005	0.069207	-0.225374	-0.070795	0.060104	0.061564	-0.022440	0.057952	0.126090	0.022332	-0.128163	-0.053207	0.039381	0.018561	-0.113397	-0.023910	-0.126805	0.054537	-0.198716	-0.031651	-0.052245	0.067987	0.088795	0.012787	0.052149	0.121872	-0.138709	-0.035104	0.022640	-0.095855	0.016876	-0.140411	-0.035012	0.047933	-0.025362	0.046248	0.099152	0.062816	-0.117052	0.076610	-0.151032	0.050794	-0.015884	-0.061564	-0.003686	0.093690	0.018571	0.081528	0.039530	0.038360	-0.039134	
-0.159953	-0.095715	0.127233	-0.011182	0.027213	-0.024874	0.031883	-0.091537	-0.067974	-0.107484	0.016827	-0.061663	-0.021485	-0.066459	-0.151426	-0.011202	-0.102467	-0.012011	0.153847	0.123533	-0.098551	-0.030780	0.000087	0.041636	0.133990	-0.016968	-0.037671	-0.224669	0.071786	-0.101386	-0.161512	0.114319	0.080017	0.107882	0.143445	-0.099396	0.073088	-0.005000	-0.179371	0.022580	0.121902	0.006977	-0.040535	-0.085710	0.013911	-0.010307	0.014231	0.033299	0.076829	0.001813	0.053898	-0.268774	-0.101706	0.034744	-0.049731	0.029529	0.095068	-0.117791	0.018204	-0.117646	-0.075307	0.041564	-0.174032	-0.119718	0.106200	-0.107363	0.055766	-0.015604	-0.000812	-0.013425	0.151087	-0.007280	0.037735	-0.021773	0.023118	-0.123718	-0.074886	-0.041815	0.065571	-0.092618	-0.171585	0.096377	0.067308	-0.117080	0.069972	0.030126	0.100085	-0.063625	0.027697	-0.141007	-0.064845	-0.006870	-0.081855	0.071227	0.049789	0.034675	0.008233	-0.076553	0.158571	-0.133990	
-0.078633	-0.089227	-0.046708	-0.107183	0.116508	-0.072407	-0.055859	-0.111701	-0.109916	-0.093169	0.039359	-0.222981	-0.160283	-0.035975	-0.013316	-0.059267	-0.084764	0.143929	0.228621	-0.099210	0.000186	-0.104201	0.084103	-0.113993	0.143542	-0.001232	0.133614	-0.243105	0.077081	-0.059477	0.028017	0.094051	-0.015798	-0.016305	-0.105202	-0.064349	-0.020136	0.016901	0.075605	0.026119	-0.003607	-0.119885	0.010843	-0.064964	0.007679	-0.111934	0.017665	-0.128013	0.065592	0.136328	0.055969	-0.249207	0.056658	0.032109	0.096750	-0.038613	0.060225	0.103766	0.065043	-0.083587	-0.023730	-0.099808	0.100499	-0.045031	-0.019590	-0.192894	0.002419	-0.095864	0.003011	-0.067176	0.002652	0.123418	0.016823	0.027344	-0.001399	-0.078926	-0.101425	0.087624	-0.113640	0.015936	-0.113962	-0.093542	0.060829	-0.012526	0.187019	0.068397	0.071601	-0.084849	0.007914	-0.108705	-0.072252	0.051628	-0.061826	0.071028	-0.024811	0.041460	0.028490	0.128642	0.025122	0.059259	
-0.096928	-0.015591	0.092114	0.031624	0.041836	-0.099868	0.085634	-0.058228	0.007016	-0.026868	0.006736	-0.149350	-0.111429	0.043233	-0.110784	-0.031654	-0.040944	0.064386	0.199648	0.117202	-0.100562	-0.069763	-0.069574	-0.075929	0.140603	0.069172	-0.005502	-0.234463	-0.044689	-0.081815	-0.109854	0.115512	-0.009899	0.003343	0.076849	0.078119	0.116623	-0.075921	-0.106045	0.077115	0.094915	-0.102180	-0.031624	-0.106527	0.029023	-0.060820	0.012618	0.032107	0.086396	0.018795	0.100344	-0.280593	-0.019140	-0.024131	-0.052355	-0.012442	0.095556	-0.078315	0.058808	-0.096355	-0.115526	-0.048104	-0.137996	0.040502	0.076756	-0.159563	-0.050204	0.099215	-0.022811	-0.041516	0.048527	0.005840	0.046373	-0.044119	-0.019765	-0.044875	-0.086524	-0.062495	0.069901	-0.129563	-0.129956	0.091705	0.023793	-0.026914	0.111849	-0.072958	0.084739	-0.026710	0.009379	-0.111085	-0.095573	-0.021321	-0.034414	0.043055	0.006063	0.056342	0.022232	-0.053085	0.029852	0.010915	
-0.035456	-0.098081	-0.030464	-0.080310	0.087370	-0.096480	-0.058413	-0.134701	-0.084778	-0.104845	-0.028420	-0.216089	-0.171859	-0.045697	-0.036024	-0.067664	-0.085597	0.145130	0.185365	-0.099188	0.029590	-0.104659	0.078372	-0.109095	0.123404	0.015018	0.127017	-0.197645	0.091355	-0.035540	0.014394	0.083940	-0.035352	-0.028633	-0.095984	-0.057708	0.015965	0.011613	0.089735	0.037389	-0.023215	-0.113738	0.023747	-0.045671	0.020258	-0.102114	0.058011	-0.125900	0.093247	0.126063	0.035371	-0.218317	0.096495	0.026836	0.124845	-0.045701	0.025841	0.068203	0.066426	-0.079570	-0.034766	-0.104985	0.088055	0.014947	0.005639	-0.188443	0.042888	-0.086619	0.013265	-0.082782	-0.004733	0.139550	0.014046	0.080704	-0.025672	-0.040674	-0.129893	0.107424	-0.106384	0.029755	-0.092240	-0.134218	0.056636	-0.002200	0.157010	0.056736	0.115051	-0.088310	0.034663	-0.115030	-0.066673	0.066335	-0.061162	0.108947	-0.008367	0.049885	0.028779	0.125804	-0.019920	0.059345	
-0.071754	-0.064500	0.057658	-0.007949	-0.028865	-0.120822	0.056060	-0.115032	0.007540	-0.118733	-0.076002	-0.118506	-0.117029	-0.018861	-0.193419	-0.058791	-0.074263	0.066358	0.147917	0.031427	-0.054693	-0.124002	-0.013533	-0.077526	0.105136	0.036232	0.022174	-0.228354	0.063482	-0.091035	-0.145564	0.084771	-0.007543	0.026355	0.067852	0.012216	0.149934	-0.054042	-0.108239	0.011988	0.039168	-0.097409	-0.024608	-0.055540	0.059346	-0.059978	0.038704	-0.057875	0.142799	0.061259	0.088889	-0.298644	0.046522	-0.026736	0.005731	-0.021907	0.063457	-0.164969	0.084179	-0.069769	-0.078404	-0.005745	-0.051695	0.105657	0.121739	-0.171513	0.086179	0.057980	-0.032970	-0.062333	0.083217	0.080011	0.041250	0.061448	-0.006775	-0.033445	-0.121095	0.005459	0.086513	-0.087366	-0.147901	-0.004013	0.047444	-0.077570	0.119908	-0.009604	0.162490	-0.063761	0.032092	-0.156898	-0.129931	0.056480	-0.090859	0.188485	0.029721	0.058425	0.010153	0.025814	0.012049	-0.031868	
